"insee_dep","lib_france_services","adresse","adresse_cplmt","insee_com","code_postal","lib_com","type_structure","lib_structure","h_lundi","h_mardi","h_mercredi","h_jeudi","h_vendredi","h_samedi","itinerance","lat","long","result_label","result_score","result_postcode","result_city","result_citycode"
"15","Chaudes Aigues","29 Avenue Pierre Vialard",,,"15110","CHAUDES-AIGUES","Collectivité","Saint-Flour Communauté","8h30 -12h / 13h30 -17h","8h30 -12h / 13h30 -17h","8h30 -12h / 13h30 -17h","8h30 -12h / 13h30 -17h","8h30 -12h / 13h30 -17h",,,"44.855043","3.005663","29 Avenue Pierre Vialard 15110 Chaudes-Aigues","0.94","15110","Chaudes-Aigues","15045"
"15","Maison France Services de Murat - Antenne de Neussargues en Pinatelle","25 rue de la gare",,,"15170","Neussargues en Pinatelle","Collectivité","Hautes terres Communauté","13h30 - 17h30","9h30 - 12h / 13h30 - 17h30","9h30 - 12h / 13h30 - 17h30","9h30 - 12h / 13h30 - 17h30","9h30 - 12h / 13h30 - 17h30","9h30 - 12h",,"45.125629","2.976712","25 Rue de la Gare 15170 Neussargues en Pinatelle","0.94","15170","Neussargues en Pinatelle","15141"
"15","Pierrefort","6 Rue de l'Aubrac",,,"15230","PIERREFORT","Collectivité","Saint-Flour Communauté","9h - 12h ","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h ",,,"44.92519","2.841721","6 Rue de l'Aubrac 15230 Pierrefort","0.94","15230","Pierrefort","15152"
"15","Maison France Services de Murat","4 Rue du Faubourg Nôtre-dame",,,"15300","MURAT","Collectivité","Hautes terres Communauté","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30","9h - 12h / 13h30 - 17h30",,"45.11087","2.869814","4 Rue du Faubourg Nôtre-dame 15300 Murat","0.94","15300","Murat","15138"
"16","Montmoreau","35 avenue d'aquitaine",,,"16190","MONTMOREAU",,,,,,,,,,"45.396117","0.130144","35 Avenue de l'Aquitaine 16190 Montmoreau","0.83","16190","Montmoreau","16230"
"16","Espace France Services Barbezieux","32 rue de la Motte",,,"16300","BARBEZIEUX – SAINT-HILAIRE","Collectivité","Communauté de Communes","8h30-12h30 / 13h30-16h30","8h30 - 12h30","8h30-12h30","8h30-12h30","8h30-12h30 / 15h30-16h30","-",,"45.473486","-0.157919","32 Rue de la Motte 16300 Barbezieux-Saint-Hilaire","0.95","16300","Barbezieux-Saint-Hilaire","16028"
"16","Montemboeuf","22 Rue Laugérias",,,"16310","MONTEMBOEUF","La Poste",,,,,,,,,"45.777575","0.551858","22 Rue Laugieras 16310 Montembœuf","0.79","16310","Montembœuf","16225"
"16","Saint-Séverin","4 Rue de la Pavancelle",,,"16390","SAINT-SÉVERIN",,,,,,,,,,"45.312623","0.253223","4 Rue de la Pavancelle 16390 Saint-Séverin","0.94","16390","Saint-Séverin","16350"
"17","Centre Arc en Ciel","8 Rue de l'Hotel de Ville ",,,"17120","COZES",,,,,,,,,,"45.584277","-0.830946","8 Rue de l'Hotel de Ville 17120 Cozes","0.94","17120","Cozes","17131"
"17","LA MAISON Pop’","Avenue de la Gare",,,"17130","MONTENDRE",,,,,,,,,,"45.282004","-0.396837","Avenue de la Gare 17130 Montendre","0.94","17130","Montendre","17240"
"17","MIS Maison des Initiatives Marennes","Rue Dubois Meynardie ",,,"17320","MARENNES-HIERS-BROUAGE",,,,,,,,,,"45.822826","-1.109971","Rue Dubois Meynardie 17320 Marennes-Hiers-Brouage","0.95","17320","Marennes-Hiers-Brouage","17219"
"17","Pôle Service Saint-Jean-d’Angély","3 Rue de Dampierre ",,,"17400","SAINT-JEAN-D'ANGÉLY",,,,,,,,,,"45.947368","-0.514339","3 Rue de Dampierre 17400 Saint-Jean-d'Angély","0.95","17400","Saint-Jean-d'Angély","17347"
"17","Espace France Services Saint Martin de Ré","Place de la République",,,"17410","SAINT-MARTIN-DE-RÉ","La Poste",,,,,,,,,"46.202183","-1.367975","Place de la République 17410 Saint-Martin-de-Ré","0.94","17410","Saint-Martin-de-Ré","17369"
"17","Tonnay-Charente","20 Avenue du Général de Gaulle ",,,"17430","TONNAY-CHARENTE",,,,,,,,,,"45.944822","-0.894744","20 Avenue du Général de Gaulle 17430 Tonnay-Charente","0.95","17430","Tonnay-Charente","17449"
"17","Tonnay-Charente","20 Avenue du Général de Gaulle ",,,"17430","TONNAY-CHARENTE",,,,,,,,,"Oui","45.944822","-0.894744","20 Avenue du Général de Gaulle 17430 Tonnay-Charente","0.95","17430","Tonnay-Charente","17449"
"17","MSA Jonzac","1 place 8 Mai 1945",,,"17500","JONZAC",,,,,,,,,,"45.447081","-0.432754","1 Place du 8 Mai 1945 17500 Jonzac","0.86","17500","Jonzac","17197"
"17","Espace France Services de Médis","25 Rue du 4e Zouave ",,,"17600","MÉDIS","La Poste",,,,,,,,,"45.643817","-0.964325","25 Rue du 4e Zouave 17600 Médis","0.94","17600","Médis","17228"
"18","Espace France Services de Sancoins","38 rue de la croix blanche",,,"18600","SANCOINS",,,,,,,,,,"46.829326","2.917966","38 Rue de la Croix Blanche 18600 Sancoins","0.94","18600","Sancoins","18242"
"18","Aubigny sur Nère","6 rue du 8 mai 1945",,,"18700","AUBIGNY SUR NÈRE",,,,,,,,,,"47.485101","2.434796","6 Avenue du 8 Mai 1945 18700 Aubigny-sur-Nère","0.81","18700","Aubigny-sur-Nère","18015"
"19","Espace France Services de Saint-Ybard","1 Rue des Fontaines",,,"19140","SAINT-YBARD","Collectivité","Commune (et partenariat privilégié avec chambre d’agriculture)","8h30 - 12h / 13h30 – 17h","8h30 - 12h / 13h30 – 17h","8h30 – 12h","8h30 - 12h / 13h30 – 17h","8h30 - 12h / 13h30 – 17h","-",,"45.447364","1.521527","1 Rue des Fontaines 19140 Saint-Ybard","0.94","19140","Saint-Ybard","19248"
"19","Espace France Services d’Ayen","Place Louis Mareuse",,,"19310","AYEN","Collectivité","Commune","9h - 12h / 14h – 16h30","9h - 12h / 14h – 16h30","9h - 12h / 14h – 16h30","9h - 12h / 14h – 16h30","9h - 12h / 14h – 16h30","9h – 12h",,"45.246503","1.326471","Place Louis Mareuse 19310 Ayen","0.94","19310","Ayen","19015"
"19","Espace France Services de Chamberet","Place du Monument",,,"19370","CHAMBERET","La Poste","La Poste","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h – 12h",,"45.5831","1.720982","Place du Monument 19370 Chamberet","0.94","19370","Chamberet","19036"
"2A","Espace France Services des Jardins de l'Empereur - Ajaccio","Avenue de la Grande Armée Jardins de l'Empereur","Tour Napoleon",,"20000","AJACCIO","Collectivité","Commune AJACCIO","9H-16h","9H-16h","9H-16h","9H-16h","9H-16h","fermée",,"41.927045","8.734319","Avenue de la Grande Armée 20000 Ajaccio","0.52","20000","Ajaccio","2A004"
"2A","Espace France Services de Vico","COURS JEAN ETIENNE COLONNA","La Poste",,"20160","VICO","La Poste",,"9h - 12h / 14h - 16h","9h - 12h / 14h - 16h","9h - 12h / 14h - 16h","9h - 12h / 14h - 16h","9h - 12h / 14h - 16h","10h - 12h",,"45.419349","4.402586","Rue Auguste Colonna 42100 Saint-Étienne","0.35","42100","Saint-Étienne","42218"
"2B","France Services CALACUCCIA","Piazza al Forno",,,"20224","Calaccucia ","La Poste",,,,,,,,,"42.335357","9.016688","Piazza Al Forno 20224 Calacuccia","0.93","20224","Calacuccia","2B047"
"2B","France Services CASTELLO-DI-ROSTINO","Ponte Novu",,,"20235","Castello-di-Rostino","La Poste",,,,,,,,,"42.485008","9.28094","Ponte Novo 20235 Castello-di-Rostino","0.84","20235","Castello-di-Rostino","2B079"
"21","Espace France Services de IS-sur-TILLE","20 Place Général Leclerc",,,"21120","IS-SUR-TILLE","Collectivité","CCAS Is-sur-Tille","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-16h30",,,"47.521601","5.112966","20 Place Général Leclerc 21120 Is-sur-Tille","0.95","21120","Is-sur-Tille","21317"
"21","Espace France Services de SEMUR-en-AUXOIS","1 Avenue Pasteur",,,"21140","SEMUR-EN-AUXOIS","Collectivité","CCAS Semue-en-Auxois","9h-12h/ 13h15-18h15","8h30-12h/13h30-18h15","9h-13h/14h-18h15","8h30-12h30/14h-19h","9h-13h/13h30-17h","9h-12h les 2ème et 4ème du mois",,"47.493786","4.346018","1 Avenue Pasteur 21140 Semur-en-Auxois","0.95","21140","Semur-en-Auxois","21603"
"21","Espace France Services de ARNAY-le-DUC","3 Rue de la Gare",,,"21230","ARNAY-LE-DUC","Association","Association du centre social d’Arnay-
le-Duc","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/13h30-17h","/",,"47.13087","4.49111","3 Rue de la Gare 21230 Arnay-le-Duc","0.94","21230","Arnay-le-Duc","21023"
"21","Espace France Services de PONTAILLER-sur-SAONE","1 Rue des Saucis",,,"21270","PONTAILLER-SUR-SAÔNE","Collectivité","CC Auxonne Pontailler Val de Saône"," 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","9h - 12h / 14h – 17h","/",,"47.314203","5.408484","1 Rue des Saucis 21270 Pontailler-sur-Saône","0.94","21270","Pontailler-sur-Saône","21496"
"21","Espace France Services de MIREBEAU-sur-BEZE","6 Place du General Viard",,,"21310","MIREBEAU-SUR-BÈZE","Collectivité","CC du Mirebellois et du Fontenois","13h30-16h30","8h45-12h/13h30-16h30","8h45-12h/13h30-16h15","8h45-12h/13h30-17h30","8h45-12h","/",,"47.39727","5.315046","6 Place du General Viard 21310 Mirebeau-sur-Bèze","0.94","21310","Mirebeau-sur-Bèze","21416"
"22","Espace France Services Saint-Brieuc","Rue de Genève",,,"22000","SAINT-BRIEUC","Collectivité","Ville de Saint-Brieuc","08h/16h","08h/16h","08h/12h","08h/16h","08h/16h","/",,"48.517271","-2.745375","Rue de Genève 22000 Saint-Brieuc","0.96","22000","Saint-Brieuc","22278"
"22","Espace France Services Tréguier","12 rue Lamennais",,,"22220","TRÉGUIER","Collectivité","Lannion Trégor Communauté","09h-12h/13h30-16h30","09h-12h/13h30-16h30","09h-12h/13h30-16h30","09h-12h/13h30-16h30","09h-12h/13h30-16h30","/",,"48.789826","-3.229378","12 Rue Lamennais 22220 Tréguier","0.94","22220","Tréguier","22362"
"22","Espace France Services Le Mené","24 La Croix de Jeanne Even",,,"22330","LE MENÉ","Collectivité","Commune Le Mené","09h-12h30/13h30-17h00","09h-12h30/13h30-17h00","09h-12h30/13h30-17h00","09h-12h30/13h30-17h00","09h-12h30/13h30-17h00","/",,"48.294881","-2.521874","24 La Croix de Jeanne Even 22330 Le Mené","0.95","22330","Le Mené","22046"
"22","Espace France Services Loudéac","15 Rue de Moncontour",,,"22600","LOUDÉAC","Collectivité","Loudéac Communauté Bretagne Centre","09h-12h/13h-17h","09h-12h/13h-17h","09h-12h/13h-17h","09h-12h/13h-17h","09h-12h/13h-17h","09h/12h",,"48.177776","-2.756012","15 Rue de Moncontour 22600 Loudéac","0.95","22600","Loudéac","22136"
"23","Espace France Services de Boussac","Quartier Pasteur",,,"23600","BOUSSAC","Collectivité","Communauté de communes Creuse Confluence","9h-12h/13h30-17h","9h-12h/13h30-17h","9h-12h/14h-16h30","9h-12h/13h30-17h","9h-12h/14h-16h30","9h30-12h",,"46.349084","2.216669","Quartier Pasteur 23600 Boussac","0.94","23600","Boussac","23031"
"23","La Palette","9 Place de la Poste",,,"23800","DUN-LE-PALESTEL","Collectivité","Communauté de communes du Pays Dunois","         Juin à septembre :14h-17h30         Eté : 10h-12h30/13h30-18h","Juin à septembre :9h-12h/14h-17h30 Été : 10h-12h30/13h30-18h  ","Juin à septembre :9h-12h/14h-17h30     Été : 10h-12h30/13h30-18h","Juin à septembre :9h-12h/14h-17h30     Été : 10h-12h30/13h30-18h","         Juin à septembre :14h-17h30          Été : 10h-12h30/13h30-18h","Juin à septembre : 9h-12h",,"46.305329","1.663737","9 Place de la Poste 23800 Dun-le-Palestel","0.94","23800","Dun-le-Palestel","23075"
"24","Espace France Services de Belvès","58 Avenue du Lieutenant Giffault",,,"24170","PAYS DE BELVÈS","Collectivité","CC Dordogne Forêt Bessede","9h-12h","9h12h 13h30 -16h30","9h-12h","9h12h 13h30 -16h30","9h12h 13h30 -16h30",,,"44.774489","1.002403","58 Avenue du Lieutenant Giffault 24170 Pays de Belvès","0.94","24170","Pays de Belvès","24035"
"24","Espace France Services de Thenon Hautefort - Thenon","5, place Montaigne",,,"24210","THENON","Collectivité","CCAS","9h-12h 13H30-16H","9h - 12h  14h – 17h30","9h - 12h  14h – 17h30","14h-17h30","9h - 12h  14h – 17h30",,,"45.136399","1.071554","5 Place Michel Montaigne 24210 Thenon","0.76","24210","Thenon","24550"
"24","Espace France Services de Lanouaille","9 place de la Fontaine Bugeaud",,,"24270","LANOUAILLE","La Poste","La Poste","9h-12h 13H30-16H","9h-12h 13H30-16H","9h-12h 13H30-16H","9h-12h 13H30-16H","9h-12h 13H30-16H","9h-12h",,"45.391435","1.139449","9 Place de la Fontaine Bugeaud 24270 Lanouaille","0.94","24270","Lanouaille","24227"
"24","Espace France Services de Nontron","12 bis Boulevard Gambetta",,,"24300","NONTRON","Etat","Sous préfecture","9h-12h 13h-15h","9h-12h 14H-16H","9h-12h 14h-16H","9h-12h 13h-15h","9h-12h 14h-16H",,,"45.532329","0.660902","12 bis Boulevard Gambetta 24300 Nontron","0.94","24300","Nontron","24311"
"24","Espace France Services de Thenon Hautefort - Hautefort","200 avenue Sylvain FLOIRAT",,,"24390","HAUTEFORT","Collectivité","Mairie de Hautefort","9h-12h 13h30-17h","9h-12h 13h30-17h","9h-12h 13h30-17h","9h-12h 13h30-17h","9h-12h 13h30-17h",,,"45.260751","1.146947","200 Rue Sylvain Floirat 24390 Hautefort","0.79","24390","Hautefort","24210"
"24","Espace France Services de Mussidan","Place Woodbridge",,,"24400","MUSSIDAN","Collectivité","CC Isle Crempse en Perigord","9h-12h 14H-16H","9h-12h 14H-16H","9h-12h 14H-16H","9h-12h 14H-16H","9h-12h 14H-16H",,,"45.037127","0.364799","Place Woodbridge 24400 Mussidan","0.94","24400","Mussidan","24299"
"24","Espace France Services  Saint Exupéry","60 ter Avenue du Général de Gaulle","Espace Jules Verne",,"24660","COULOUNIEIX-CHAMIERS","Association","Centre social Saint Exupéry","8h30-12h 13h30-17h","8h30-12h 13h30-17h","8h30-12h 13h30-17h","8h30-12h 13h30-17h","8h30-12h 13h30-17h",,,"45.189052","0.697801","60 ter Avenue du Général de Gaulle 24660 Coulounieix-Chamiers","0.73","24660","Coulounieix-Chamiers","24138"
"25","Espace France Services Besançon Planoise","7 – 9 rue Pablo Picasso",,,"25000","BESANÇON","Collectivité","CCAS de Besançon","8 h 30 – 12 h 30 et 13 -30 à 17 h","9 h 30 – 12 h 30 et 13 -30 à 17 h","8 h 30 – 12 h 30 et 13 -30 à 17 h","8 h 30 – 12 h 30 et 13 h 30 à 17 h","8 h 30 à 17 h 30 en continu",,,"47.2194","5.97343","9 Rue Pablo Picasso 25000 Besançon","0.91","25000","Besançon","25056"
"25","Espace France Services Baume les Dames","3 Place de la Republique",,,"25110","BAUME-LES-DAMES","Collectivité","Commune de Baume les Dames","9 h à 12 h et 13h 30 à 17 h 30","9 h à 12 h et 13h 30 à 17 h 30 (après midi sur rendez vous)","9 h à 12 h ","13 h 30 à 17 h 30","9 h à 12 h et 13 h 30 – 17 h",,,"47.352575","6.36156","3 Place de la Republique 25110 Baume-les-Dames","0.95","25110","Baume-les-Dames","25047"
"25","Espace France Services Montbéliard","12 Rue Maurice Ravel",,,"25200","MONTBELIARD","Collectivité","France Victimes Nord Franche-Comté","9 h à 12 h et 13 h à 17 h","9 h à 12 h et 13 h à 17 h","9 h à 12 h et 13 h à 17 h","9 h à 12 h et 13 h à 17 h","9 h à 12 h et 13 h à 17 h",,,"47.499355","6.798311","12 Rue Maurice Ravel 25200 Montbéliard","0.95","25200","Montbéliard","25388"
"25","Espace France Services Premiers Sapins","8 Rue de la Scierie",,,"25580","LES PREMIERS SAPINS","Collectivité","Commune des Premiers Sapins","13 h 30 à 16 h 30","13 h 30 à 16 h 30","8 h 30 à 11 h 30","13 h 30 à 18 h","9 h à 16 h 30",,,"47.09857","6.336511","8 Rue de la Scierie 25580 Les Premiers Sapins","0.94","25580","Les Premiers Sapins","25424"
"25","Espace France Services Sochaux","4 Rue de la Poste",,,"25600","SOCHAUX","Collectivité","France Victimes Nord Franche-Comté","9 h à 12 h et 13 h à 17 h","9 h à 12 h","13 h à 18 h","9 h à 12 h et 13 h à 17 h","9 h à 12 h ",,,"47.513503","6.831016","4 Rue de la Poste 25600 Sochaux","0.94","25600","Sochaux","25547"
"25","Espace France Services Valdahon","5 Place du Général de Gaulle",,,"25800","VALDAHON","Collectivité","Commune de Valdahon","8 h 30 à 12 h et 13 h 30 à 17 h 30","8 h 30 à 12 h et 13 h 30 à 17 h 30","8 h 30 à 12 h et 13 h 30 à 17 h 30","8 h 30 à 12 h et 13 h 30 à 17 h 30","8 h 30 à 12 h et 13 h 30 à 17 h (accueil fermé l’après midi)",,,"47.147983","6.345019","5 Place du Général de Gaulle 25800 Valdahon","0.95","25800","Valdahon","25578"
"26","Espace France Services de Die","200 Avenue de la Clairette",,,"26150","DIE","Collectivité","EPLEFPA Le Valentin","9h- 13h/14h- 17h","9h- 13h","9h- 13h/14h- 17h","9h-13h","9h- 13h",,,"44.760287","5.359735","200 Avenue de la Clairette 26150 Die","0.95","26150","Die","26113"
"26","Espace France Services de Saint-Jean-en-Royans","78 rue Jean-Jaurès",,,"26190","ST-JEAN-EN-ROYANS","Collectivité","CC Royans-Vercors","8h30- 12h/ 13h30-17h30","8h30- 12h/ 13h30- 19h","10h-12h/ 13h30- 17h30","8h30-12h/ 13h30- 17h30","8h30- 12h/ 13h30- 17h",,,"45.015301","5.291459","78 Rue Jean Jaurès 26190 Saint-Jean-en-Royans","0.84","26190","Saint-Jean-en-Royans","26307"
"26","Espace France Services de Livron","90 Avenue Joseph Combier",,,"26250","LIVRON-SUR-DRÔME","Collectivité","CC Val de Drôme","8h- 12h/ 13h- 17h","8h-12h","8h- 12h/ 13h- 17h","8h- 12h","8h- 12h/ 13- 17h",,,"44.768063","4.840602","90 Avenue Joseph Combier 26250 Livron-sur-Drôme","0.95","26250","Livron-sur-Drôme","26165"
"26","Espace France Services de Donzère","130 Avenue de la Gare",,,"26290","DONZÈRE","PIMMS","PIMMS portes de Provence","8h- 12-30/ 13h30- 18h15","8h- 12h30/ 17h- 18h15","8h- 12h30/ 17h- 18h15","8h- 12h30 / 17h- 18h15","8h- 12h30",,,"44.443442","4.704757","130 Avenue de la Gare 26290 Donzère","0.95","26290","Donzère","26116"
"27","Relais des Services Publics - Evreux Portes de Normandie","1 Rue F et Irene Joliot Curie",,,"27000","EVREUX","Collectivité","Evreux Portes de Normandie","10h30 - 12h30 / 14h - 19h","9H - 12h30 / 14h - 19h","9H - 12h30 / 14h - 19h","9H - 12h30 / 14h - 19h","9h / 14h","Fermée",,"49.009782","1.16086","1 Rue F et Irene Joliot Curie 27000 Évreux","0.96","27000","Évreux","27229"
"27","Espace France Services d’Étrépagny","3 Rue Maison de Vatimesnil",,,"27150","ÉTRÉPAGNY","Collectivité","CC du Vexin Normand","9h- 12h30 / 13h30 - 17h","9h- 12h30 / 13h30 - 17h","9h- 12h30 / 13h30 - 17h","9h- 12h30 / 13h30 - 17h","9h- 12h30 / 13h30 - 17h","Fermée",,"49.303043","1.612655","3 Rue Maison de Vatimesnil 27150 Étrépagny","0.94","27150","Étrépagny","27226"
"27","Espace France Services à Beaumont-le-Roger","1 bis rue de l’Église",,,"27170","BEAUMONT-LE-ROGER","Collectivité","Intercom BernayTerres de Normandie","14h - 18h","9h - 12h30 / 14h - 18h","9h - 12h30 / 14h - 18h","9h - 12h30 / 14h - 18h","9h - 12h30 / 14h - 18h","Fermée",,"49.081321","0.778501","Place de l'Eglise 27170 Beaumont-le-Roger","0.72","27170","Beaumont-le-Roger","27051"
"27","Espace France Services de Rugles","33 t Rue Aristide Briand",,,"27250","RUGLES","Collectivité","Interco Normandie Sud Eure","9H-12H30/13H30-18h30","9H-12H30/13H30-17h","9H-12H30/13H30-17h","9H-12H30/13H30-18h30","9H-12H30/13H30-17h","Fermée",,"48.822131","0.710076","33 t Rue Aristide Briand 27250 Rugles","0.94","27250","Rugles","27502"
"27","Espace France Services à la Trinité-de-Réville","652 Route de l'Eglise",,,"27270","LA TRINITÉ-DE-RÉVILLE","Collectivité","Intercom BernayTerres de Normandie","9h - 12h / 14h - 17h30","9h - 12h / 14h - 17h30","9h - 12h / 14h - 17h30","9h - 12h / 14h - 17h30","9h - 12h / 14h - 17h","Fermée",,"48.972311","0.511642","652 Route de l'Eglise 27270 La Trinité-de-Réville","0.93","27270","La Trinité-de-Réville","27660"
"27","Espace Condorcet France Services Gaillon","14 Rue Jean-moulin",,,"27600","GAILLON","Association","Espace Condorcet Gaillon","8h30 - 12h30 / 13h15 - 18h00","8h30 - 12h30 / 13h15 - 18h00","8h30 - 12h30 / 13h15 - 18h00","8h30 - 12h30 / 13h15 - 18h00","8h30 - 12h30 / 13h15 - 18h00","Fermée",,"49.16151","1.336922","14 Rue Jean-moulin 27600 Gaillon","0.95","27600","Gaillon","27275"
"27","Espace France Services des Andelys","Rue des Oiseaux",,,"27700","LES ANDELYS","Collectivité","Centre social des Andelys","8h45 – 12h / 13h30-17h","8h45 – 12h / 13h30-17h","8h45 – 12h / 13h30-17h","8h45 – 12h / 13h30-17h","8h45 – 12h / 13h30-17h","Fermée",,"49.246056","1.418078","Rue des Oiseaux 27700 Les Andelys","0.95","27700","Les Andelys","27016"
"28","LA LOUPE ","18 Rue de la Gare",,,"28240","LA LOUPE",,,,,,,,,,"48.473352","1.011705","18 Rue de la Gare 28240 La Loupe","0.94","28240","La Loupe","28214"
"28","SENONCHES","2 Rue de Verdun",,,"28250","SENONCHES",,,,,,,,,,"48.560658","1.033","2 Rue de Verdun 28250 Senonches","0.94","28250","Senonches","28373"
"28","AUTHON-DU-PERCHE","1 Place de la Mairie",,,"28330","AUTHON-DU-PERCHE",,,,,,,,,,"48.195217","0.896835","1 Place de la Mairie 28330 Authon-du-Perche","0.94","28330","Authon-du-Perche","28018"
"29","OUESSANT","Bourg",,,"29000","OUESSANT","La Poste",,,,,,,,,"47.983893","-4.081398","Rue d'Ouessant 29000 Quimper","0.52","29000","Quimper","29232"
"29","PIMMS DE QUIMPER CORNOUAILLE","2 Rue de l'Ile de Man",,,"29000","QUIMPER","PIMMS",,,,,,,,,"47.98812","-4.128679","2 Rue de l'Ile de Man 29000 Quimper","0.96","29000","Quimper","29232"
"29","QUIMPER","2 Rue de l'Ile de Man",,,"29000","QUIMPER","PIMMS",,,,,,,,,"47.98812","-4.128679","2 Rue de l'Ile de Man 29000 Quimper","0.96","29000","Quimper","29232"
"29","QUIMPER","2 Rue de l'Ile de Man",,,"29000","QUIMPER",,,,,,,,,,"47.98812","-4.128679","2 Rue de l'Ile de Man 29000 Quimper","0.96","29000","Quimper","29232"
"29","CHATEAULIN","33 Quai Robert Alba",,,"29150","CHATEAULIN",,,,,,,,,,"48.198878","-4.087453","33 Quai Robert Alba 29150 Châteaulin","0.95","29150","Châteaulin","29026"
"29","PIMMS de BREST","31 Rue Saint-jacques",,,"29200","BREST",,,,,,,,,,"48.409929","-4.471316","31 Rue Saint-jacques 29200 Brest","0.96","29200","Brest","29019"
"29","PIMMS de BREST","31 Rue Saint-jacques",,,"29200","BREST","PIMMS",,,,,,,,,"48.409929","-4.471316","31 Rue Saint-jacques 29200 Brest","0.96","29200","Brest","29019"
"30","Espace France Services de Roquemaure","Place Chateauneuf",,,"30150","ROQUEMAURE",,,,,,,,,,"44.051936","4.779906","Place Chateauneuf 30150 Roquemaure","0.95","30150","Roquemaure","30221"
"30","Relais emploi intercommunal du Pont du Gard"," 	71 Avenue Geoffroy Perret",,,"30210","REMOULINS",,,,,,,,,,"43.939447","4.564049","71 Avenue Geoffroy Perret 30210 Remoulins","0.94","30210","Remoulins","30212"
"30","Centre communal d’Action Sociale","24 Rue Nicolas Lasserre",,,"30220","AIGUES-MORTES",,,,,,,,,,"43.570453","4.19872","24 Rue Nicolas Lasserre 30220 Aigues-Mortes","0.95","30220","Aigues-Mortes","30003"
"30","CALADE Calvisson","6 bis Avenue du 11 Novembre 1918",,,"30240","CALVISSON",,,,,,,,,,"43.781797","4.193019","6 bis Avenue du 11 Novembre 1918 30420 Calvisson","0.84","30420","Calvisson","30062"
"30","CALADE Sommières","1 Rue Poterie ",,,"30250","SOMMIERES",,,,,,,,,,"43.7857","4.087667","1 Rue Poterie 30250 Sommières","0.95","30250","Sommières","30321"
"30","Maison France Services de Cèze Cévennes","120 Route d'Uzès Prolongée",,,"30500","SAINT AMBROIX",,,,,,,,,,"44.248141","4.198303","120 Route d'Uzès Prolongée 30500 Saint-Ambroix","0.94","30500","Saint-Ambroix","30227"
"30","PIMMS de Nimes","4 bis Rue Daumier",,,"30900","NIMES","PIMMS",,,,,,,,,"43.820993","4.332689","4 bis Rue Daumier 30900 Nîmes","0.96","30900","Nîmes","30189"
"31","MFS Auterive CC BASSIN AUTERIVAIN","RD820  ZI Robert LAVIGNE",,,"31190","AUTERIVE",,,,,,,,,,"43.368673","1.445539","Zone Industrielle Lavigne 31190 Auterive","0.41","31190","Auterive","31033"
"31","MFS Val Aïgo - Villemur-sur-Tarn","2 avenue Saint Exupéry",,,"31340","VILLEMUR SUR TARN",,,,,,,,,,"43.86082","1.500555","2 Avenue Saint-exupéry 31340 Villemur-sur-Tarn","0.95","31340","Villemur-sur-Tarn","31584"
"31","MFS Rieumes CC CŒUR DE GARONNE","12, rue Notre Dame",,,"31370","RIEUMES",,,,,,,,,,"43.414465","1.11842","12 Rue Notre-dame 31370 Rieumes","0.94","31370","Rieumes","31454"
"31","MFS Nailloux - CC TERRES DU LAURAGAIS","1 rue de la république",,,"31560","NAILLOUX",,,,,,,,,,"43.356713","1.623405","1 Rue de la République 31560 Nailloux","0.94","31560","Nailloux","31396"
"31","MFS Val Aïgo - Antenne de bessières","26 Place du souvenir",,,"31660","BESSIÈRES ",,,,,,,,,,"43.80075","1.606565","26 Place du Souvenir 31660 Bessières","0.95","31660","Bessières","31066"
"32","Espace France Services Val de Gers","Ancien Couvent","16 Avenue Elysée Duffréchou",,"32140","MASSEUBE","Collectivité","Communauté de Communes Val de Gers",,"10h – 13h00","10 h – 13 h / 14h – 18h","10h – 13h00","10 h – 13 h / 14h – 18h","9h – 13h",,"43.427777","0.578462","16 Avenue Elysée Duffréchou 32140 Masseube","0.7","32140","Masseube","32242"
"32","Espace France Services de Plaisance du Gers","38 rue de l’Adour",,,"32160","PLAISANCE DU GERS","La Poste","La Poste","9h-12h / 13h30-16h30","9h-12h / 13h30-16h30","9h-12h / 13h30-16h30","9h-12h / 13h30-16h30","9h-12h / 13h30-16h30","9h-12h ",,"43.605419","0.045201","38 Rue de l'Adour 32160 Plaisance","0.76","32160","Plaisance","32319"
"32","Espace France Services d’ Artagnan en Fezensac","18 Rue des Cordeliers",,,"32190","VIC-FEZENSAC","Collectivité","Communauté de Communes Artagnan en Fezensac","9h30 - 16h30","9h30 – 16h30","9h30 - 16h30","9h30 - 16h30","9h30 - 16h30",,,"43.757189","0.301926","18 Rue des Cordeliers 32190 Vic-Fezensac","0.94","32190","Vic-Fezensac","32462"
